X,Y,Z
4.923110,1.952877,-0.719337
4.957686,3.073616,-0.664533
6.664300,1.678079,-0.773392
6.807871,1.900186,-0.702312
4.659421,3.348055,-0.612893
-2.964373,5.030945,-0.731336
-2.254114,4.521572,-0.754093
-2.642950,6.458875,-0.714737
-2.102783,7.142433,-0.741980
-2.229791,7.273447,-0.781326
-2.212260,7.859426,-0.727224
-2.090952,7.597554,-0.743038
-2.499238,8.103864,-0.583547
1.701322,9.116481,-0.777880
1.956602,9.355078,-0.792654
1.696645,9.512393,-0.788515
3.031341,4.654517,-0.731582
3.347507,4.769704,-0.684799
3.540262,4.657039,-0.764286
4.061857,4.823539,-0.740477
1.932452,8.981753,-0.726630
2.815050,8.992476,-0.767668
2.542430,8.978588,-0.768291
3.445257,8.796104,-0.659509
3.949488,8.801015,-0.756529
4.302774,8.537161,-0.655905
1.416331,9.352522,-0.756860
1.487063,9.676483,-0.782599
1.264776,9.594449,-0.765770
1.377539,9.781232,-0.742148
1.382498,10.053220,-0.768123
1.520635,10.162570,-0.780286
1.745949,9.839212,-0.792408
1.654374,10.248390,-0.734457
1.921439,10.208540,-0.794406
2.076641,10.156700,-0.797125
2.081672,10.460870,-0.712643
2.477060,10.407520,-0.733210
17.533100,1.611723,-0.022282
2.572934,10.643610,-0.743075
2.852758,10.795710,-0.762424
17.280001,1.486287,0.107044
18.687941,-0.664807,0.129033
2.937372,11.034970,-0.784949
2.726046,11.154290,-0.783965
2.645075,10.896880,-0.698345
2.849400,11.252710,-0.762417
18.102671,-0.316033,0.137898
18.158501,-0.032703,0.128611
18.032780,-0.055031,0.092016
3.302053,11.219590,-0.752541
3.567020,11.099580,-0.768483
18.440371,-0.956688,0.136705
3.557776,11.765450,-0.739879
7.464957,0.504199,-0.722352
18.053940,-0.590746,-0.000585
17.893209,-0.600584,0.204368
7.731831,0.754479,-0.745437
18.093691,-0.844535,0.142732
17.898380,-0.735050,0.054116
7.628590,1.093465,-0.713069
17.797371,-0.819271,0.063991
16.442930,1.215138,0.026853
11.165850,-0.094121,-0.684168
10.935300,0.525793,-0.701889
16.688641,0.791048,0.234079
10.891270,0.886680,-0.621745
16.615450,0.810978,0.078496
10.257910,1.355226,-0.728457
11.308640,1.497725,-0.730992
16.659361,0.146547,0.116278
16.694361,0.051237,0.247273
8.767001,2.038461,-0.702861
8.743505,2.786266,-0.694524
8.960750,2.813232,-0.770829
9.214706,2.591328,-0.643755
16.523809,0.259289,0.062310
7.312176,3.851090,-0.739510
15.908780,0.118780,0.055647
16.619070,-0.259126,0.120691
17.148161,-0.608311,0.077641
10.708760,2.166384,-0.623180
12.975280,-0.175640,-0.755683
12.541610,0.023761,-0.766413
12.561220,-0.234763,-0.770582
12.507350,0.388535,-0.785695
12.313240,0.253430,-0.771087
12.921370,0.086401,-0.791389
12.187690,0.523821,-0.751702
16.722240,-0.649245,0.060830
16.544210,-0.304782,0.029829
13.275820,0.125184,-0.774859
13.929100,-0.356540,-0.777743
14.227680,-0.270903,-0.760756
14.029010,-0.116476,-0.746698
15.991230,-0.459236,0.171712
13.334850,-0.170498,-0.768184
13.803530,-0.199330,-0.784281
13.656950,0.083067,-0.777695
13.947450,0.107942,-0.758330
13.555020,0.328684,-0.779490
13.931990,0.240267,-0.763692
13.943340,0.411595,-0.735933
13.812210,0.571381,-0.778185
12.320110,0.631573,-0.743632
15.841130,-0.700135,0.036026
13.365370,1.313898,-0.748331
13.364860,1.589288,-0.767781
14.184480,0.556573,-0.737715
14.237380,0.821876,-0.794253
14.066370,0.762277,-0.759677
14.376190,0.482021,-0.747268
14.478480,0.621435,-0.813246
12.391170,0.566511,0.138728
14.428090,0.766272,-0.717260
14.799550,0.699231,-0.822560
14.686070,0.578570,-0.788579
14.916590,0.541967,-0.739195
14.667100,0.890976,-0.693334
14.979490,0.717619,-0.787320
14.902770,0.877291,-0.670007
12.307620,0.448204,-0.047958
13.460410,1.843747,-0.773823
13.628110,2.070630,-0.806897
13.359420,2.285672,-0.652512
13.807970,1.944270,-0.749047
14.184350,1.849960,-0.772734
14.514840,1.883941,-0.676738
14.084270,1.981854,-0.723080
11.963860,0.692302,0.055728
16.455770,2.199340,-0.795932
16.566500,2.280700,-0.691574
16.599119,2.401917,-0.838198
16.848320,2.873320,-0.642154
-9.057444,9.698526,0.014901
17.194080,5.493379,-0.640702
16.050280,5.699162,-0.626693
16.121811,5.906649,-0.584259
-9.189938,9.693349,0.112448
16.159161,6.683686,-0.655402
3.850087,7.869338,0.092801
19.653561,2.296035,-0.706398
19.938761,2.087518,-0.748447
19.908541,2.300720,-0.752346
20.147881,2.069822,-0.808726
19.726660,4.814150,-0.676136
20.641460,4.964946,-0.681391
3.573959,5.703629,0.095628
3.337733,5.598483,0.044418
3.007014,5.571351,-0.030755
3.199111,5.566793,0.156864
2.211460,6.036158,0.081769
2.312177,5.833122,-0.044953
1.673298,-3.575770,-0.695028
1.912730,-3.645971,-0.714233
1.797342,-3.199590,-0.747030
-2.698894,-1.222130,-0.712400
-2.203790,-1.588760,-0.670283
0.682450,7.873124,0.080779
0.186523,-2.623874,-0.718416
0.242806,-2.801151,-0.731545
0.554924,-2.663555,-0.721267
0.069290,-2.462724,-0.743970
-0.045002,-2.258590,-0.695647
1.624043,-3.116712,-0.748199
-0.377239,7.356923,0.095616
1.323164,-3.169470,-0.724049
1.831983,-2.875811,-0.717128
0.799889,-2.758296,-0.654415
1.061846,6.214815,0.057083
0.060117,6.318310,0.114510
0.524631,-1.280006,-0.672172
1.010856,-1.179802,-0.679416
1.445915,-1.265348,-0.732998
1.664338,-1.113071,-0.755594
1.553162,-0.989960,-0.658258
1.844349,-1.192016,-0.734264
3.176849,-4.437620,-0.696054
2.814842,-4.538421,-0.681741
2.197798,-3.181422,-0.728808
3.584819,-4.462352,-0.671102
4.285983,-4.318617,-0.709431
3.948408,-4.136745,-0.724999
5.635630,-5.097489,-0.701696
5.473183,-4.836809,-0.731959
5.349937,-5.137632,-0.648858
5.316354,-4.528837,-0.745873
5.123619,-4.686984,-0.708293
5.974459,-5.342136,-0.694517
18.019730,-1.304152,-0.006557
6.779749,-5.170652,-0.700356
17.484301,-1.034853,0.058279
6.875357,-4.815358,-0.712201
17.665899,-1.345999,0.096750
5.413271,-4.056582,-0.774573
16.809340,-0.996326,0.138976
7.356577,-4.561718,0.163219
7.355726,-4.694859,0.195643
7.581401,-4.737051,0.161390
1.988143,-3.153213,-0.749471
2.180645,-2.931659,-0.739529
2.270192,-2.739156,-0.762496
7.092507,-5.058147,-0.015328
2.438713,-1.081479,-0.721063
1.821201,-0.845131,-0.686257
2.068288,-0.859916,-0.734654
2.685865,-1.041995,-0.711738
3.040657,-0.946599,-0.743289
2.727450,-0.782190,-0.715637
2.863529,-1.025494,-0.711144
6.003673,-2.186936,-0.672674
6.345175,-2.259389,-0.640638
6.453558,-2.280889,-0.721942
6.144757,-2.113660,-0.678087
5.911749,-1.469835,-0.717039
7.877491,-4.643067,-0.744371
7.814046,-4.938214,-0.701417
7.970730,-4.768481,-0.709675
8.258344,-4.489571,-0.740126
8.137469,-4.791880,-0.727736
8.415342,-4.729383,-0.708309
7.260448,-4.737171,-0.673251
7.541107,-4.504636,-0.737850
7.375279,-9.564248,0.107179
7.904047,-4.308908,-0.748938
9.006736,-10.772410,0.135561
8.769717,-10.623450,0.151461
8.355905,-4.155595,-0.730221
9.373390,-11.096450,0.143020
8.477749,-3.245305,-0.748426
8.580560,-4.293156,-0.730743
8.465834,-10.300330,0.112988
8.744537,-3.973029,-0.728813
8.783628,-3.760639,-0.754665
9.001225,-3.526420,-0.727363
9.177328,-3.278135,-0.743063
9.413573,-2.922857,-0.748272
9.351801,-1.300458,-0.672580
9.168462,-1.287321,-0.625279
10.334430,-2.531022,-0.683955
9.666063,-1.509236,-0.624631
11.215290,-0.875576,-0.693563
14.190490,-1.043399,-0.698726
14.510420,-1.004439,-0.740200
14.263460,-0.711817,-0.762096
14.560420,-0.758794,-0.736367
14.833030,-0.909405,-0.704018
-8.539976,1.532099,-0.721526
-9.610454,2.028304,-0.706585
-9.846586,2.098875,-0.687141
-9.786819,2.350951,-0.749943
-10.226250,2.738995,-0.722258
-10.554790,2.642031,-0.718465
-10.257690,2.493293,-0.712641
-10.414720,3.046694,-0.734664
-10.185300,3.107533,-0.741261
-9.956933,2.651256,-0.734217
-10.060860,2.222774,-0.678073
-9.999354,2.958462,-0.756916
-9.405308,1.850391,-0.660592
-9.079147,1.857038,-0.731399
-10.632510,3.634124,-0.750804
-10.938340,3.374021,-0.732473
-10.660690,3.103881,-0.740728
-9.817227,3.346081,-0.757306
-9.729733,3.665847,-0.740405
-10.541270,3.806043,-0.751264
-10.885380,4.001561,-0.726651
-10.854040,3.750821,-0.726221
-10.340680,3.740650,-0.726592
-10.386880,3.929096,-0.730305
-10.137380,3.922876,-0.744752
-9.873391,4.116473,-0.739713
-9.606620,3.836458,-0.754412
-10.377890,4.121658,-0.743638
-9.532181,4.285342,-0.740965
-0.820820,-5.778291,0.143118
-1.126888,-5.578883,0.136587
-9.210540,4.281835,-0.718855
-1.526394,-5.546004,0.152593
-8.228910,1.338588,-0.704260
-7.825536,1.155400,-0.694826
-7.613704,1.023934,-0.679031
-2.070129,-5.624448,0.153466
-1.615000,-5.378859,0.127894
-6.168929,0.731627,-0.647610
-2.032606,-5.294311,0.121813
-3.855242,-0.531771,-0.696692
-3.923183,-0.107937,-0.658527
-3.817547,0.263047,-0.676549
-2.094212,-5.920196,0.167464
-4.465995,0.587763,-0.645824
-4.153879,0.485253,-0.619100
-2.303123,-5.407520,0.143127
-2.592272,-5.713418,0.156749
-7.738616,3.359649,-0.737299
-3.011907,1.617274,-0.638492
-2.507827,-6.428742,0.165485
-5.587891,3.978384,-0.638561
-2.833273,-6.198537,0.159228
-5.271398,4.148896,-0.689198
-5.232037,4.500800,-0.694981
-10.524610,4.326338,-0.735106
-10.247260,4.469762,-0.734176
-10.322390,4.677575,-0.721413
-10.589950,4.562110,-0.698668
-3.088745,-5.998074,0.147331
-2.768257,-5.476034,0.142008
-9.931719,4.401100,-0.733529
-10.017710,4.685293,-0.721431
-9.516911,4.563245,-0.720678
5.040569,-8.227739,0.097237
-9.180768,4.585468,-0.724785
-9.063015,4.711125,-0.734516
-8.710044,5.042894,-0.689900
3.419450,-7.610609,0.118465
4.415488,-8.074547,0.128285
-7.860036,5.149414,-0.663825
4.260444,-7.882420,0.070223
3.953303,-8.015402,0.082669
-6.239432,4.784548,-0.726784
-6.468611,5.192021,-0.737302
-6.572253,5.436079,-0.711573
-6.013588,5.014072,-0.665885
2.483278,-7.379285,0.112290
-4.107215,5.257248,-0.646262
-3.352610,5.347061,-0.646131
-3.532223,5.881087,-0.672662
-3.866829,5.931596,-0.569902
-7.684397,7.727531,-0.729665
-7.693647,8.129452,-0.684340
-6.853721,8.334256,-0.661339
-5.297567,8.237810,-0.663114
-3.661969,8.195481,-0.671533
5.647177,-8.532661,0.134348
-2.173613,1.504734,-0.593997
-0.639464,1.502782,-0.734285
1.706371,-7.019831,0.101383
1.259749,-6.755954,0.121882
0.941736,-6.793565,0.163689
1.482938,0.123533,-0.654303
0.734792,-6.669800,0.145696
0.481484,-6.598301,0.170248
-0.217450,1.224796,-0.728112
1.462635,0.743934,-0.685412
1.261841,1.293475,-0.702238
1.389261,0.950539,-0.653295
0.290459,-6.392280,0.170963
0.501673,-6.323948,0.125125
-2.426661,1.844338,-0.633513
-2.204801,2.200369,-0.696546
-1.987361,1.902997,-0.701016
-1.697427,2.061202,-0.659156
-1.384640,1.837103,-0.681429
-0.277963,-6.158492,0.174467
-0.027232,-6.098403,0.146705
-1.186998,1.855711,-0.635563
-1.380481,3.574688,-0.707073
-0.437173,-5.994130,0.167729
-1.503326,4.383504,-0.710971
0.862476,1.730097,-0.627048
0.866370,2.245385,-0.672476
-0.463586,3.752980,-0.717415
0.059816,3.699131,-0.726122
0.040962,4.171450,-0.749960
-0.186344,4.301007,-0.741502
0.491783,3.630553,-0.738538
0.118266,3.543409,-0.682119
0.337154,3.975437,-0.747624
0.670046,4.401451,-0.741981
0.249212,4.390825,-0.755346
0.877463,3.503192,-0.732333
0.795705,3.841282,-0.740945
0.904129,4.338162,-0.730306
1.259476,4.269226,-0.720993
1.555554,4.375783,-0.715492
3.755911,-0.473265,-0.729970
4.109052,-0.479221,-0.712371
-2.142485,-6.283412,0.177874
4.059025,-0.138087,-0.682250
-1.931692,-6.813785,0.187618
5.082726,-0.235101,-0.699997
5.115669,0.097224,-0.708085
4.913054,0.314595,-0.654173
4.824698,1.291041,-0.672203
7.092133,0.558831,-0.668729
4.355509,3.229839,-0.593721
4.949152,2.284174,-0.712596
4.880756,2.643745,-0.656380
6.951840,2.219544,-0.652232
6.986138,2.553931,-0.618178
7.199860,2.912360,-0.656228
4.881758,3.441071,-0.670974
-2.225022,4.960512,-0.699498
-1.805840,4.657305,-0.712864
-2.799513,5.998426,-0.690074
-0.259634,4.747740,-0.702812
0.430465,4.662045,-0.740688
0.005401,5.024507,-0.697991
0.331347,5.090976,-0.717911
0.698244,4.870168,-0.725068
1.092270,4.654886,-0.729492
1.860779,4.571288,-0.742378
-2.077313,6.842127,-0.737697
0.895149,9.016218,-0.731673
1.276944,8.860013,-0.668494
1.281773,9.038976,-0.755233
0.532772,9.303190,-0.702236
0.741669,9.126225,-0.715804
1.031890,9.314355,-0.750116
1.752643,8.930245,-0.702258
1.197070,9.397117,-0.758643
2.460497,4.634470,-0.728049
2.112965,4.753263,-0.705901
2.741918,4.768048,-0.654934
3.717485,4.798255,-0.696730
3.906443,4.799957,-0.658757
4.469924,5.049627,-0.615459
5.283269,5.324431,-0.687901
5.240987,5.554612,-0.695116
2.445738,8.835269,-0.623245
3.817382,8.640443,-0.578778
5.394965,7.852530,-0.636554
5.287435,8.035281,-0.681193
4.441916,8.523182,-0.576102
4.601935,8.571329,-0.675841
0.488462,9.679858,-0.735686
0.496441,9.493212,-0.718530
0.742982,9.653444,-0.742526
1.015352,9.551410,-0.752511
0.824791,9.919248,-0.745443
0.379809,9.874807,-0.713717
0.482378,10.142930,-0.689412
1.060108,9.799257,-0.770548
1.128681,10.002780,-0.753814
0.803257,10.211540,-0.717765
0.940069,10.327130,-0.696037
1.377042,10.404430,-0.706974
1.116585,10.405170,-0.683604
1.925484,10.324860,-0.744910
2.351627,10.785250,-0.692506
2.103558,10.676280,-0.691547
2.543011,10.391970,-0.659941
2.466909,10.856820,-0.687776
2.531749,11.030470,-0.613419
3.743639,11.045450,-0.704418
4.203697,11.148000,-0.699475
3.991318,11.170950,-0.754945
4.136388,11.355260,-0.755532
7.556962,1.549552,-0.651629
11.210030,-0.571435,-0.694360
11.998900,0.854268,-0.701565
11.846270,0.815190,-0.723529
11.189620,1.627220,-0.694660
11.337430,1.303958,-0.677908
7.244006,3.390804,-0.702973
7.627958,2.979669,-0.688082
10.242200,2.193017,-0.631372
9.443441,2.530633,-0.664587
12.512680,-0.613362,-0.707304
12.719310,-0.370824,-0.746100
12.342280,-0.351569,-0.728011
12.797390,-0.784516,-0.726478
12.946890,-0.864277,-0.719713
13.207850,-0.517485,-0.741394
12.094000,-0.057404,-0.674815
11.993050,0.514146,-0.712794
11.923700,0.156560,-0.643029
13.608450,-0.594944,-0.740867
13.691090,-0.927164,-0.722468
13.850030,-0.701228,-0.722475
13.353760,-0.802378,-0.720352
14.453970,-0.501125,-0.759814
14.361230,-0.380506,-0.735097
14.568920,-0.598645,-0.716335
14.469500,-0.279698,-0.737814
14.075000,0.383768,-0.748738
14.250680,-0.071493,-0.680794
14.164240,0.047775,-0.781824
14.098380,0.161714,-0.696555
14.336470,0.256408,-0.708386
14.548490,0.273966,-0.701261
14.578490,0.536503,-0.731928
14.715160,0.346639,-0.684791
13.688720,0.590621,-0.737477
13.612130,0.903453,-0.758264
13.776260,0.724554,-0.750297
13.870400,0.763182,-0.690179
13.564480,1.188944,-0.706552
13.917900,0.878635,-0.735354
13.739200,1.042064,-0.753437
14.620810,0.631666,-0.646845
13.978460,0.905437,-0.639176
14.404520,0.949851,-0.746671
14.231620,0.962162,-0.701795
14.439590,1.137095,-0.762276
14.478960,0.980809,-0.578135
13.731380,1.173999,-0.680490
13.431570,1.494655,-0.686963
14.217180,1.675162,-0.695274
14.306780,1.499252,-0.724442
14.392320,1.773501,-0.715528
14.558600,1.563514,-0.708191
14.767070,-0.769454,-0.685512
14.813410,0.395857,-0.759133
15.047820,0.653182,-0.670356
15.188540,0.963679,-0.795803
15.108550,1.121283,-0.730179
14.977990,1.019631,-0.665292
15.312120,0.853146,-0.757665
15.381600,0.953882,-0.691487
15.336440,1.092805,-0.736858
14.726630,1.233755,-0.722065
14.657140,1.008055,-0.628213
14.780330,0.963128,-0.708156
14.869090,1.136543,-0.770508
14.933980,1.389715,-0.724866
14.686910,1.616274,-0.740418
14.926730,1.545103,-0.735249
15.540760,1.704012,-0.736709
15.662970,1.416015,-0.757133
15.805390,1.495534,-0.755913
15.812060,1.641845,-0.764775
13.583040,1.668870,-0.669623
13.551550,1.893898,-0.699285
14.020760,1.796305,-0.673641
13.799620,1.793086,-0.705324
14.930550,1.844668,-0.707292
15.141970,1.781805,-0.716329
15.234120,1.884793,-0.707042
15.667730,1.879732,-0.681636
15.919750,1.773870,-0.743237
15.499580,2.158911,-0.692887
15.488120,2.344153,-0.653283
16.872730,2.342059,-0.717881
16.919970,5.532535,-0.603298
16.165461,7.210371,-0.653056
16.173809,7.441429,-0.650554
20.845461,1.411786,-0.794945
20.654261,1.495698,-0.634528
19.744341,1.997401,-0.657603
18.510469,5.281421,-0.661878
18.118019,5.341507,-0.649152
20.905010,5.190253,-0.666054
-11.053330,3.679845,-0.719451
-11.037370,3.344651,-0.712106
-10.928810,3.105546,-0.708232
-10.886310,4.128237,-0.698725
-5.670969,6.998509,-0.574427
2.855765,8.835974,-0.674082
3.832603,11.239380,-0.728225
3.712591,11.430290,-0.751059
3.609347,11.620830,-0.745431
15.705970,2.527375,-0.614330
16.097790,2.250586,-0.526972
17.109091,3.168124,-0.619488
16.453100,7.537241,-0.632239
20.236219,0.933112,-0.752788
20.492950,1.523054,-0.569388
20.788490,1.597131,-0.793813
20.593790,1.853008,-0.725992
19.292669,2.366901,-0.629835
18.518370,3.144819,-0.687885
18.687870,3.198410,-0.714795
18.968420,3.079031,-0.644944
20.395760,1.819688,-0.641445
20.973631,5.620530,-0.656071
20.996950,5.879333,-0.659380
-8.229257,-1.866621,0.119069
17.836281,7.455962,-0.669458
18.214300,7.478858,-0.718199
18.438070,7.573886,-0.723179
18.638790,7.543451,-0.620461
18.847290,7.658264,-0.575247
21.220079,7.485919,-0.663643
-5.877852,-3.242540,0.134354
-3.407241,-0.862104,-0.639352
-1.933931,-1.764161,-0.656884
-2.540403,-1.462370,-0.659376
-1.458811,-2.070903,-0.521036
-1.179608,-1.967703,-0.547222
-6.502223,-2.854610,0.113023
-0.186132,-2.421648,-0.682073
-0.132451,-2.769327,-0.625252
1.131439,-3.197202,-0.690539
0.872499,-3.142703,-0.633587
0.931067,-3.350591,-0.675290
0.942168,-2.906562,-0.680166
1.444458,-3.355777,-0.639289
-7.563643,-2.130263,0.109317
0.121399,-1.123739,-0.614709
1.372418,-1.101014,-0.657322
-7.166201,-2.514552,0.125019
2.403807,-4.131677,-0.672115
2.571352,-4.493280,-0.617380
2.079654,-4.008018,-0.641545
3.846956,-4.357554,-0.689416
5.158717,-4.896404,-0.688451
6.242233,-5.301459,-0.729354
6.441384,-5.434395,-0.657719
-5.377787,-3.574154,0.160917
-5.087781,-3.758542,0.166943
-5.143176,-3.449926,0.124454
4.770942,-4.810424,-0.638673
4.581195,-4.363320,-0.685267
4.707680,-4.579302,-0.672903
7.067875,-4.448224,-0.530650
2.683878,-0.903930,-0.601619
6.050566,-2.000568,-0.667976
6.091339,-1.706733,-0.672685
-5.507619,-4.003636,0.188266
-5.046888,-3.925515,0.162636
6.333217,-1.945174,-0.620653
7.397477,-4.891599,-0.641058
7.520053,-4.853395,-0.692158
8.081042,-5.078779,-0.677853
7.903245,-5.205482,-0.678298
8.394092,-4.975926,-0.672813
-5.745407,-4.352489,0.186316
-4.886143,-4.205010,0.165590
-4.622846,-4.124235,0.145673
-4.715855,-3.712793,0.105792
8.740400,-4.735479,-0.608930
8.834107,-4.376326,-0.685375
-5.318193,-4.307323,0.188628
8.936798,-3.925949,-0.666344
9.148722,-3.756403,-0.661473
-5.304420,-4.639028,0.177202
9.471761,-3.211170,-0.669756
-4.811452,-4.625782,0.164230
9.638037,-2.788533,-0.694716
-4.383929,-4.610288,0.132469
9.437233,-1.555934,-0.609990
9.958477,-2.790773,-0.646444
10.715190,-2.443716,-0.628966
-4.954534,-4.785320,0.166690
9.609322,-1.243204,-0.652939
11.205410,-1.843439,-0.583543
12.391390,-1.307395,-0.685744
12.566990,-1.656317,-0.661817
12.704090,-1.218367,-0.717286
12.453510,-0.822562,-0.715652
12.494390,-1.081113,-0.685383
12.959400,-1.539792,-0.669823
13.059780,-1.233443,-0.698587
13.405730,-1.294872,-0.698043
13.940820,-1.391288,-0.677203
13.810280,-1.093767,-0.693128
14.674470,-1.319173,-0.680593
14.341010,-1.151664,-0.726638
14.291630,-1.257019,-0.679049
15.800490,-1.577038,-0.672831
15.687080,-1.375785,-0.659142
15.460100,-1.608356,-0.678561
15.167990,-1.283139,-0.677110
15.222610,-1.582108,-0.682371
15.384500,-1.195316,-0.681282
14.851140,-1.249185,-0.693510
15.060220,-1.080872,-0.668202
15.569600,-1.267926,-0.668993
-4.500691,-5.113016,0.169799
-3.982005,-4.801697,0.133705
-4.495982,-4.895123,0.154795
15.324620,-1.041648,-0.659040
15.649010,-1.037407,-0.678168
16.089050,-1.777027,-0.683254
16.051170,-1.497208,-0.684696
15.904700,-1.756103,-0.683463
16.390791,-1.546368,-0.685344
16.215111,-1.526290,-0.657277
16.348579,-1.848294,-0.706624
16.319811,-1.432757,-0.700387
16.752331,-1.832096,-0.685130
16.645500,-1.579813,-0.720168
16.475321,-1.667644,-0.644774
16.845551,-1.780244,-0.597474
-3.903846,-5.114671,0.135464
-3.817662,-4.989271,0.128601
17.352779,-2.004087,-0.665069
17.541189,-2.214066,-0.687548
17.557390,-1.892591,-0.706265
-4.312740,-5.249116,0.162833
17.722260,-2.037220,-0.699189
17.786770,-1.905179,-0.729128
17.714649,-1.745495,-0.714366
17.501751,-1.733111,-0.531806
18.038900,-1.989424,-0.694428
17.873171,-2.227753,-0.680785
-8.513366,1.195239,-0.656975
-9.185973,1.706501,-0.664720
-8.884357,1.475702,-0.657642
-11.172360,3.810565,-0.684179
-11.144080,3.993521,-0.680512
-10.231360,2.082507,-0.661376
-10.534600,2.195199,-0.691164
-10.654320,2.492972,-0.682856
-10.842010,2.468641,-0.689957
-4.810532,-4.925300,0.163754
-10.911730,4.435721,-0.655574
-7.211733,0.913903,-0.632919
-8.102556,1.125428,-0.680991
-6.779941,0.906964,-0.614706
-5.875900,0.607033,-0.585486
-3.907302,-0.801192,-0.641975
-3.629307,-0.925389,-0.657996
-5.074681,0.500012,-0.610188
-8.000297,3.393828,-0.632403
-7.672455,3.235596,-0.624148
-5.446395,3.878168,-0.591946
-10.745740,4.590994,-0.679547
-10.625880,4.897393,-0.659022
-10.260770,5.009269,-0.660963
-10.050440,5.057144,-0.684387
-9.546619,4.883520,-0.704625
-9.803429,5.005226,-0.690551
-9.221380,4.974189,-0.673957
-9.137104,5.185057,-0.633605
-8.283710,5.146897,-0.674876
-7.043204,5.577556,-0.681674
-5.785338,4.542882,-0.630326
-6.918888,5.703238,-0.667017
-6.344587,5.433820,-0.696269
-5.447071,4.278643,-0.603113
-5.182058,4.771766,-0.644025
-3.202640,5.691259,-0.687540
-4.420835,6.339618,-0.617263
-7.942485,7.742917,-0.633730
-7.723164,7.430494,-0.642942
-6.352867,8.418875,-0.533352
-5.462162,8.261695,-0.492291
-4.551896,8.228814,-0.551343
-3.323554,8.270099,-0.566943
-2.993447,1.274141,-0.610004
-0.697100,1.701704,-0.655572
-0.030616,-0.287469,-0.579894
-0.209422,0.355032,-0.608839
-0.252766,0.976567,-0.673660
-0.140387,1.469988,-0.676251
0.101815,1.361136,-0.694081
-0.381218,1.590317,-0.633286
0.171106,1.164031,-0.661258
0.964882,1.409528,-0.694645
1.180335,1.158177,-0.639492
-1.485247,2.009740,-0.613223
-1.735637,2.682008,-0.618937
-9.304847,-1.468045,0.084210
-8.987844,-1.542621,0.082886
-1.440753,3.111622,-0.645670
-1.258957,3.267037,-0.595538
-1.160772,3.585213,-0.618299
-1.021823,3.810479,-0.659669
-1.037208,4.110173,-0.710112
-0.577210,3.988544,-0.729012
-0.802972,4.375089,-0.680359
0.667094,2.516548,-0.572729
0.837706,3.078875,-0.638700
-0.229028,3.570240,-0.669976
4.208201,0.276101,-0.637665
4.340865,1.379622,-0.619739
4.826891,-0.324742,-0.684566
4.323684,-0.311345,-0.611730
4.718385,0.723369,-0.621509
4.759061,1.636079,-0.655966
4.319785,2.096636,-0.662590
-2.702508,5.266028,-0.691901
-3.152920,5.381296,-0.682953
-2.690861,5.702361,-0.686878
-1.946623,5.109339,-0.694480
-2.267186,5.386742,-0.673017
-1.669009,5.162299,-0.669122
-1.239112,4.552820,-0.695851
-2.549828,6.191183,-0.679431
-2.284187,6.423855,-0.661381
-0.484191,4.412570,-0.698115
-0.435032,4.951628,-0.670596
0.767337,5.232768,-0.715489
0.318998,5.338139,-0.671091
1.448394,4.869528,-0.711248
1.177504,5.008989,-0.713264
1.619931,5.021008,-0.694673
0.877395,5.385011,-0.692293
1.274502,5.290091,-0.709028
1.054133,5.485007,-0.641498
1.806610,5.341442,-0.617698
1.522411,5.436433,-0.689289
1.389640,5.603148,-0.668676
-1.798023,7.280917,-0.677155
-1.632150,7.549260,-0.632888
-1.715924,7.812709,-0.629459
-2.866751,8.262300,-0.571054
-0.002940,9.169992,-0.692250
0.209469,9.377882,-0.686459
-0.125944,9.320266,-0.661214
0.429576,9.022909,-0.692229
0.308843,9.294864,-0.699556
0.927853,8.867203,-0.645909
2.161072,4.994429,-0.665213
1.943153,5.077821,-0.660450
4.145833,4.939402,-0.627923
4.691606,5.022548,-0.671307
5.011467,5.190655,-0.610189
5.038923,5.440011,-0.607658
5.183126,6.833118,-0.596358
2.140411,8.778173,-0.696362
4.144046,8.561049,-0.645260
3.608188,8.653440,-0.633637
5.441631,7.631485,-0.681021
0.069736,9.730257,-0.700781
0.126088,10.218390,-0.674405
0.497610,10.405770,-0.674249
0.314175,10.384770,-0.680533
0.850508,10.442780,-0.681320
1.565296,10.396960,-0.702178
1.703884,10.385560,-0.672625
1.849449,10.485400,-0.734802
1.999629,10.625110,-0.648396
1.851954,10.693070,-0.678169
2.154768,10.853100,-0.718535
1.927847,10.949950,-0.664848
2.335366,11.040710,-0.681688
3.952537,11.374550,-0.680681
7.275327,0.718001,-0.626426
7.494292,0.711828,-0.650276
7.716284,1.732999,-0.650697
11.235870,0.319218,-0.574699
11.821740,0.312345,-0.613308
12.021760,0.648871,-0.609052
11.932140,0.714413,-0.566795
10.898290,1.597142,-0.554237
11.430750,1.126217,-0.655046
7.989669,2.021625,-0.622584
7.998565,2.691600,-0.566352
8.387156,2.187198,-0.624441
8.642163,2.749733,-0.664672
9.009358,2.686716,-0.633214
7.445305,2.817487,-0.625444
9.877542,1.770579,-0.650376
9.768611,2.015800,-0.535944
10.582650,2.066234,-0.673161
10.050390,2.209485,-0.534420
10.762260,1.930127,-0.662585
10.778570,2.008654,-0.576161
12.150590,-0.602367,-0.665437
14.409450,-0.059677,-0.704095
14.219090,0.275158,-0.668030
14.295530,0.155257,-0.658031
14.486560,0.483687,-0.618741
13.935560,1.034429,-0.651784
